Time,Pokémon,Anpanman,Hello Kitty,Pac-Man,Space Invaders,Dragon Ball,Street Fighter,Rilakkuma,Monster Strike,Demon Slayer: Kimetsu no Yaiba,Super Mario,Power Rangers,Ultraman,Sonic the Hedgehog,Fate/stay night,Yu-Gi-Oh!,Gundam,Beyblade,Gran Turismo,Hamtaro,Astro Boy,Godzilla,Sailor Moon,Kumamon,Yo-Kai Watch,Resident Evil,Neon Genesis Evangelion,Star Wars,Disney Princess,Barbie,Marvel Comics,Harry Potter,Call of Duty,Bruce Wayne,Cars,Candy Crush Saga,Looney Tunes,Teenage Mutant Ninja Turtles,SpongeBob SquarePants,The Lion King,Dora the Explorer,PAW Patrol,Toy Story,Peanuts,The Avengers,Frozen,World of Warcraft,Despicable Me,Star Trek,Jurassic Park,Grand Theft Auto,James Bond,Angry Birds
12/1/2022,0,2,5,3,0,11,2,0,0,9,14,2,1,11,1,0,3,1,2,0,0,2,2,0,0,6,3,8,2,9,5,17,12,5,2,2,1,2,17,3,2,7,2,0,2,4,16,1,0,2,17,1,0
1/1/2023,0,2,5,4,0,10,2,0,0,9,14,2,1,9,1,0,3,0,1,0,0,1,2,0,0,7,3,8,2,7,5,16,10,6,2,2,1,1,19,4,2,6,2,0,2,3,13,1,0,3,19,1,0
2/1/2023,0,1,5,5,0,10,2,0,0,12,14,2,1,9,1,0,2,0,1,0,1,1,2,0,0,7,3,7,2,7,5,22,9,6,3,2,1,1,19,3,2,6,2,0,2,3,11,1,1,2,16,1,1
3/1/2023,0,2,6,5,0,10,2,0,0,14,15,2,1,10,1,0,3,0,1,0,0,2,2,0,0,18,3,9,2,7,5,16,9,5,2,2,1,1,18,4,2,6,1,0,1,3,9,1,1,2,16,1,0
4/1/2023,0,2,6,4,0,10,2,0,0,28,41,4,1,10,0,0,4,0,1,0,0,2,2,0,0,18,2,11,2,11,5,15,8,6,2,2,1,1,18,4,2,5,1,0,0,2,9,0,1,2,17,0,0
5/1/2023,0,2,6,5,0,9,3,0,0,29,30,2,1,9,0,0,4,0,2,0,0,2,2,0,0,9,3,13,2,9,6,14,8,6,2,2,1,1,18,4,2,5,1,0,0,2,11,0,1,1,15,0,0
6/1/2023,0,2,6,4,0,10,7,0,0,28,23,2,1,9,0,0,4,0,2,0,0,2,2,0,0,8,3,8,2,9,6,15,9,7,2,2,1,1,19,4,2,5,1,0,0,2,8,0,1,2,18,0,0
7/1/2023,0,2,5,3,0,10,4,0,0,15,19,2,1,9,0,0,5,0,2,0,0,2,2,0,0,8,3,7,2,54,6,14,11,6,2,2,1,1,20,3,2,5,1,0,0,2,8,0,1,2,20,0,0
8/1/2023,0,2,6,4,0,10,3,0,0,11,17,2,1,8,0,0,4,0,5,0,0,2,2,0,0,7,3,7,2,29,5,14,11,6,2,2,1,2,19,3,2,6,1,0,0,2,7,0,1,2,18,0,0
9/1/2023,0,2,5,5,0,10,3,0,0,9,16,2,1,8,0,0,4,0,4,0,0,2,2,0,0,7,3,9,2,15,4,15,10,6,2,2,1,1,17,4,2,6,1,0,0,2,8,0,1,1,16,0,0
10/1/2023,0,2,6,5,0,10,2,0,0,9,22,2,1,9,0,0,4,0,3,0,0,2,2,0,0,7,3,9,2,12,4,17,11,6,2,1,1,1,17,4,2,8,1,0,0,3,8,0,1,1,15,0,0
11/1/2023,0,2,6,4,0,8,2,0,0,7,24,2,1,8,0,0,4,0,3,0,1,3,1,0,0,6,2,8,2,11,5,17,14,5,2,1,1,1,16,3,2,8,1,0,0,3,12,0,1,1,17,0,0
12/1/2023,0,2,8,4,0,9,2,0,0,8,22,2,1,9,0,0,4,0,3,0,0,6,1,0,0,7,3,8,2,13,6,18,12,6,3,1,1,1,17,2,2,8,1,1,0,3,14,1,1,1,33,0,0
1/1/2024,0,1,7,4,0,9,2,0,0,8,17,2,1,9,0,0,5,0,3,0,0,4,1,0,0,9,3,8,2,10,6,18,11,6,4,2,1,1,18,1,2,7,1,0,0,2,10,1,1,1,20,0,0
2/1/2024,0,1,7,5,0,7,2,0,0,13,15,2,1,9,1,0,5,0,2,0,0,4,1,0,0,8,3,8,1,8,6,14,10,6,3,2,1,2,18,2,2,6,2,0,1,2,9,1,1,0,15,0,0
3/1/2024,0,2,7,4,0,18,2,0,0,10,14,2,1,8,0,0,4,0,2,0,0,5,2,0,0,7,3,8,2,8,5,13,11,6,3,2,1,1,18,2,2,6,2,0,1,2,8,1,1,1,15,0,0
4/1/2024,0,1,7,4,0,11,2,0,0,7,13,2,1,8,0,0,4,0,2,0,0,7,2,0,0,7,2,8,2,8,5,12,10,6,3,2,1,1,18,2,2,6,2,0,1,2,8,1,1,1,15,0,0
5/1/2024,14,1,7,5,0,8,2,0,0,14,12,2,1,8,0,0,4,0,2,0,0,6,2,0,0,7,2,11,1,7,6,12,9,5,3,2,1,1,18,3,2,5,2,0,1,2,9,1,1,1,15,0,0
6/1/2024,36,2,6,4,0,7,3,0,0,20,11,2,1,8,0,0,4,0,1,0,0,5,1,0,0,6,2,9,1,7,5,12,11,5,3,2,1,1,17,2,2,5,2,0,1,2,7,2,1,0,17,0,0
7/1/2024,41,2,7,3,0,7,3,0,0,26,12,2,1,8,1,0,4,0,1,0,0,4,2,0,1,7,2,7,1,7,7,13,10,6,3,2,1,1,19,2,2,6,2,0,1,2,8,4,1,1,18,0,0
8/1/2024,47,2,9,4,0,8,2,0,0,12,12,2,1,8,1,1,4,0,1,0,0,3,2,0,1,6,2,7,2,8,9,13,11,7,3,2,1,1,19,3,2,6,2,0,1,2,14,2,1,1,18,0,0
9/1/2024,37,2,9,5,0,8,2,0,0,9,11,2,1,10,0,1,4,0,1,0,0,3,2,0,0,6,2,7,1,7,6,15,10,7,3,2,1,1,20,3,2,5,2,0,1,2,16,1,1,0,15,0,0
10/1/2024,39,2,8,5,0,13,2,0,0,8,11,2,1,11,1,1,5,0,1,0,0,2,2,0,0,7,2,7,1,8,6,16,12,8,3,1,1,1,19,2,2,6,2,0,1,2,12,1,1,0,15,0,0
11/1/2024,49,2,9,5,0,10,2,0,0,8,12,2,1,10,1,1,4,0,2,0,0,3,1,0,0,7,2,7,1,8,6,17,15,7,3,1,1,1,17,3,2,6,2,1,1,2,13,1,1,0,15,0,0
12/1/2024,49,2,10,5,0,9,2,0,0,9,15,2,1,17,1,1,5,0,2,0,0,4,2,0,0,7,3,9,2,9,7,20,11,7,3,1,1,1,17,6,2,7,2,1,1,3,11,1,1,0,18,0,0
1/1/2025,45,2,9,5,0,8,2,0,0,8,12,2,1,22,1,1,5,0,2,0,0,5,1,0,0,7,3,8,2,7,7,15,10,6,3,1,1,1,17,5,1,5,2,0,1,2,10,1,1,0,17,1,0
2/1/2025,43,2,9,5,0,9,2,0,0,7,12,2,1,17,1,1,6,0,1,0,0,3,1,0,0,6,3,8,2,6,8,13,9,6,3,1,1,1,17,3,1,5,2,0,1,2,10,1,1,1,17,1,0
3/1/2025,57,2,8,5,0,8,2,0,0,8,12,2,1,13,1,1,5,0,1,0,0,3,1,0,0,6,2,7,2,6,8,12,8,5,3,1,2,1,18,3,1,5,2,0,1,2,11,1,1,0,16,0,0
4/1/2025,56,2,7,4,0,8,2,0,0,7,11,2,1,10,1,1,6,0,1,0,0,3,1,0,0,6,2,10,2,7,7,12,9,6,3,1,1,1,16,3,1,4,2,0,1,1,9,1,1,0,15,0,0
5/1/2025,50,2,7,4,0,7,2,0,0,8,10,2,1,9,1,1,7,0,1,0,0,3,1,0,0,6,2,16,1,6,7,12,9,5,3,1,1,1,16,2,2,4,2,0,1,1,9,1,1,1,24,0,0
6/1/2025,46,2,7,3,0,7,3,0,0,10,11,2,1,9,1,1,7,0,1,0,0,3,1,0,0,10,2,11,1,6,6,11,9,5,3,1,1,1,16,2,1,4,2,0,1,1,8,1,1,2,16,0,0
7/1/2025,43,2,8,3,0,8,2,0,0,28,12,2,1,9,1,1,7,0,1,0,0,3,1,0,0,7,3,9,1,6,7,12,9,7,3,1,1,1,16,2,2,4,2,0,1,1,10,1,1,8,17,0,0
8/1/2025,48,2,9,4,0,7,3,0,0,34,11,3,1,9,1,1,6,0,2,0,0,3,1,0,0,8,3,8,1,6,8,14,10,7,3,1,1,1,15,2,1,4,2,0,1,1,13,1,1,4,16,0,0
9/1/2025,40,2,8,4,0,7,2,0,0,40,11,2,1,9,0,1,5,0,1,0,0,3,1,0,1,7,3,7,1,6,7,12,8,7,3,1,1,1,14,2,1,4,3,0,1,1,10,1,1,1,15,0,0
10/1/2025,47,2,8,5,0,7,2,0,0,21,9,2,1,10,0,1,5,0,1,0,0,3,1,0,1,7,3,7,1,6,6,14,10,7,3,1,1,1,15,2,1,5,3,1,1,1,10,1,1,1,15,0,0
11/1/2025,48,2,8,5,0,7,2,0,0,13,10,2,1,9,0,1,5,0,2,0,0,3,1,0,0,7,3,8,1,7,5,15,11,6,3,1,1,1,15,2,1,5,2,1,0,2,8,1,1,1,19,0,0
12/1/2025,49,2,8,4,0,8,3,0,0,11,10,2,1,9,1,1,5,0,2,0,0,3,1,0,0,9,3,9,1,8,6,17,11,6,3,1,1,1,21,2,1,5,2,1,1,2,10,1,1,1,23,0,0
1/1/2026,60,2,7,4,0,9,2,0,0,10,10,2,1,9,1,1,6,0,2,0,0,3,1,0,0,11,3,9,1,6,7,14,9,6,3,1,1,1,16,2,2,4,2,0,1,2,13,1,1,1,22,0,0
2/1/2026,64,1,7,4,0,9,2,0,0,8,10,2,1,8,1,1,6,0,1,0,0,3,1,0,0,23,4,8,1,6,7,11,8,6,3,1,1,1,15,2,1,4,2,1,1,2,13,1,1,1,18,0,0
